Date,Arrested,Domestic,Total,PRCP,SNOW,SNWD,TAVG,TMAX,TMIN
"Sunday, February 1, 2015",93,101,518,0.87,16.2,3.9,29,31,19
"Monday, February 2, 2015",117,74,468,0.05,1.8,18.1,15,19,6
"Tuesday, February 3, 2015",131,63,507,0.09,1.6,16.9,13,26,2
"Wednesday, February 4, 2015",179,81,576,0.02,0.3,16.1,21,25,4
"Thursday, February 5, 2015",188,78,568,0,0,15,7,15,-2
"Friday, February 6, 2015",233,87,692,0,0,14.2,17,31,13
"Saturday, February 7, 2015",249,121,676,0,0,14.2,29,41,18
"Sunday, February 8, 2015",199,110,614,0.01,0,9.1,36,39,25
"Monday, February 9, 2015",202,77,606,0,0,5.9,26,27,19
"Tuesday, February 10, 2015",210,75,626,0,0,5.9,25,33,14
"Wednesday, February 11, 2015",204,79,604,0,0,5.9,31,35,18
"Thursday, February 12, 2015",203,89,608,0,0,5.9,16,18,8
"Friday, February 13, 2015",229,87,629,0,0,5.1,11,26,5
"Saturday, February 14, 2015",186,123,598,0,0.2,5.1,19,27,1
"Sunday, February 15, 2015",190,131,550,0.03,0.2,5.1,4,15,-3
"Monday, February 16, 2015",181,91,536,0,0,5.1,12,18,5
"Tuesday, February 17, 2015",194,96,594,0,0.1,5.1,17,19,8
"Wednesday, February 18, 2015",147,91,508,0,0,5.1,7,8,-3
"Thursday, February 19, 2015",141,78,463,0,0,5.1,-2,4,-8
"Friday, February 20, 2015",207,96,649,0.01,0.2,5.1,3,18,-7
"Saturday, February 21, 2015",217,109,651,0,0,5.1,22,32,17
"Sunday, February 22, 2015",180,123,591,0,0,5.1,21,28,2
"Monday, February 23, 2015",152,82,571,0,0,5.1,4,12,-4
"Tuesday, February 24, 2015",192,86,627,0.01,0.1,5.1,11,29,4
"Wednesday, February 25, 2015",179,80,570,0.17,2,5.1,21,26,10
"Thursday, February 26, 2015",170,67,515,0.17,3.7,9.8,17,19,0
"Friday, February 27, 2015",200,87,637,0,0,9.8,6,14,-2
"Saturday, February 28, 2015",168,99,545,0.02,0.4,9.1,6,21,-10
"Sunday, March 1, 2015",202,149,746,0,0,9.1,18,25,10
"Monday, March 2, 2015",212,106,658,0,0,7.9,21,33,13
"Tuesday, March 3, 2015",191,100,632,0.13,0.7,9.1,28,34,24
"Wednesday, March 4, 2015",169,89,558,0,0,7.9,24,31,10
"Thursday, March 5, 2015",196,99,612,0,0,7.1,12,16,3
"Friday, March 6, 2015",225,106,710,0,0,7.1,12,27,0
"Saturday, March 7, 2015",207,115,695,0,0,7.1,32,44,24
"Sunday, March 8, 2015",219,119,625,0,0,3.9,35,40,28
"Monday, March 9, 2015",216,109,725,0,0,3.9,37,50,25
"Tuesday, March 10, 2015",217,110,753,0,0,0,40,51,35
"Wednesday, March 11, 2015",224,95,740,0,0,0,42,51,30
"Thursday, March 12, 2015",243,111,748,0,0,0,42,56,28
"Friday, March 13, 2015",245,103,811,0,0,0,47,65,37
"Saturday, March 14, 2015",230,138,796,0,0,0,51,60,37
"Sunday, March 15, 2015",201,150,775,0,0,0,45,62,29
"Monday, March 16, 2015",217,106,778,0,0,0,58,73,42
"Tuesday, March 17, 2015",228,94,692,0,0,0,45,45,28
"Wednesday, March 18, 2015",215,96,687,0,0,0,37,50,28
"Thursday, March 19, 2015",219,99,716,0,0,0,42,46,37
"Friday, March 20, 2015",224,119,774,0,0,0,42,50,38
"Saturday, March 21, 2015",200,120,689,0,0,0,42,49,32
"Sunday, March 22, 2015",209,133,655,0.02,0.2,0,32,35,26
"Monday, March 23, 2015",180,110,592,0.61,5.6,2,29,31,28
"Tuesday, March 24, 2015",192,91,638,0.04,0,5.1,30,37,19
"Wednesday, March 25, 2015",233,110,722,0.25,0,2,37,41,35
"Thursday, March 26, 2015",210,98,682,0,0,0,37,42,31
"Friday, March 27, 2015",240,107,724,0.04,0.6,1.2,29,31,21
"Saturday, March 28, 2015",198,116,657,0,0,0,27,36,20
"Sunday, March 29, 2015",192,124,619,0.01,0,0,32,47,24
"Monday, March 30, 2015",216,121,717,0,0,0,46,61,34
"Tuesday, March 31, 2015",211,112,690,0,0,0,49,58,39
"Wednesday, April 1, 2015",237,138,909,0,0,0,52,72,35
"Thursday, April 2, 2015",235,118,791,0.36,0,0,58,65,50
"Friday, April 3, 2015",226,125,708,0,0,0,50,53,30
"Saturday, April 4, 2015",207,127,692,0,0,0,40,58,28
"Sunday, April 5, 2015",171,148,671,0,0,0,53,66,36
"Monday, April 6, 2015",198,116,675,0.04,0,0,45,62,34
"Tuesday, April 7, 2015",176,92,603,0,0,0,40,46,38
"Wednesday, April 8, 2015",182,112,679,0.05,0,0,44,50,40
"Thursday, April 9, 2015",181,95,646,1.41,0,0,51,71,41
"Friday, April 10, 2015",196,99,711,0,0,0,53,62,39
"Saturday, April 11, 2015",199,122,719,0,0,0,48,62,38
"Sunday, April 12, 2015",212,166,773,0,0,0,55,68,41
"Monday, April 13, 2015",179,119,732,0.22,0,0,60,65,49
"Tuesday, April 14, 2015",217,117,764,0,0,0,56,66,39
"Wednesday, April 15, 2015",169,130,797,0,0,0,54,64,43
"Thursday, April 16, 2015",205,110,683,0,0,0,53,66,45
"Friday, April 17, 2015",228,111,784,0,0,0,60,78,45
"Saturday, April 18, 2015",223,135,767,0,0,0,60,65,47
"Sunday, April 19, 2015",218,145,702,0.46,0,0,56,68,48
"Monday, April 20, 2015",213,125,742,0.01,0,0,49,52,41
"Tuesday, April 21, 2015",187,106,661,0,0,0,44,54,38
"Wednesday, April 22, 2015",178,104,682,0,0,0,40,46,34
"Thursday, April 23, 2015",209,99,730,0,0,0,42,55,32
"Friday, April 24, 2015",184,117,760,0.16,0,0,44,57,29
"Saturday, April 25, 2015",187,130,695,0.16,0,0,44,48,39
"Sunday, April 26, 2015",179,130,716,0,0,0,45,56,35
"Monday, April 27, 2015",172,121,719,0,0,0,46,55,38
"Tuesday, April 28, 2015",185,123,718,0,0,0,46,58,35
"Wednesday, April 29, 2015",205,112,764,0,0,0,50,61,38
"Thursday, April 30, 2015",180,89,663,0,0,0,46,51,38
"Friday, May 1, 2015",214,130,924,0,0,0,50,67,38
"Saturday, May 2, 2015",176,132,684,0,0,0,62,76,50
"Sunday, May 3, 2015",161,159,745,0.42,0,0,67,78,55
"Monday, May 4, 2015",200,130,776,0,0,0,65,74,55
"Tuesday, May 5, 2015",184,103,696,0.95,0,0,52,56,47
"Wednesday, May 6, 2015",198,122,737,0,0,0,56,77,46
"Thursday, May 7, 2015",228,127,819,0.04,0,0,67,83,52
"Friday, May 8, 2015",207,144,805,0.75,0,0,71,81,63
"Saturday, May 9, 2015",187,139,685,0.29,0,0,60,64,47
"Sunday, May 10, 2015",205,164,740,0.14,0,0,49,54,45
"Monday, May 11, 2015",193,136,742,0.22,0,0,56,68,47
"Tuesday, May 12, 2015",214,123,756,0,0,0,52,56,44
"Wednesday, May 13, 2015",204,98,767,0,0,0,48,52,40
"Thursday, May 14, 2015",194,104,756,0.24,0,0,52,66,43
"Friday, May 15, 2015",228,136,818,0,0,0,63,76,57
"Saturday, May 16, 2015",201,176,881,0.03,0,0,69,79,62
"Sunday, May 17, 2015",227,160,835,0,0,0,72,82,66
"Monday, May 18, 2015",198,120,755,0,0,0,72,77,49
"Tuesday, May 19, 2015",204,110,706,0,0,0,50,53,40
"Wednesday, May 20, 2015",196,110,726,0.04,0,0,44,48,39
"Thursday, May 21, 2015",201,102,743,0,0,0,52,69,45
"Friday, May 22, 2015",228,111,823,0,0,0,59,66,47
"Saturday, May 23, 2015",218,131,797,0,0,0,62,80,46
"Sunday, May 24, 2015",164,142,687,0.36,0,0,66,72,59
"Monday, May 25, 2015",200,158,708,0.07,0,0,70,78,65
"Tuesday, May 26, 2015",216,143,767,0.5,0,0,71,74,64
"Wednesday, May 27, 2015",224,121,735,0,0,0,68,74,59
"Thursday, May 28, 2015",217,116,799,0,0,0,69,82,54
"Friday, May 29, 2015",243,111,825,0.2,0,0,72,81,63
"Saturday, May 30, 2015",178,129,718,0.41,0,0,64,71,44
"Sunday, May 31, 2015",181,130,663,0,0,0,47,55,42
"Monday, June 1, 2015",220,146,930,0,0,0,51,60,44
"Tuesday, June 2, 2015",201,131,770,0,0,0,56,70,42
"Wednesday, June 3, 2015",211,97,775,0,0,0,62,77,50
"Thursday, June 4, 2015",199,92,720,0,0,0,68,81,57
"Friday, June 5, 2015",207,116,784,0,0,0,65,70,55
"Saturday, June 6, 2015",206,124,756,0,0,0,60,71,52
"Sunday, June 7, 2015",194,137,738,0.36,0,0,66,81,55
"Monday, June 8, 2015",193,112,682,0.04,0,0,73,84,61
"Tuesday, June 9, 2015",213,104,729,0,0,0,70,85,60
"Wednesday, June 10, 2015",212,130,787,0,0,0,80,92,68
"Thursday, June 11, 2015",271,111,799,0.27,0,0,69,72,58
"Friday, June 12, 2015",215,111,826,0.13,0,0,62,67,56
"Saturday, June 13, 2015",221,156,811,0.4,0,0,66,86,56
"Sunday, June 14, 2015",189,169,794,0.6,0,0,73,83,68
"Monday, June 15, 2015",115,103,738,2.56,0,0,75,80,68
"Tuesday, June 16, 2015",220,132,847,0,0,0,69,72,56
"Wednesday, June 17, 2015",198,109,720,0.14,0,0,61,72,56
"Thursday, June 18, 2015",176,111,766,0.27,0,0,72,79,58
"Friday, June 19, 2015",198,110,775,0,0,0,61,67,54
"Saturday, June 20, 2015",185,156,765,0.31,0,0,63,78,53
"Sunday, June 21, 2015",165,194,783,0,0,0,74,84,67
"Monday, June 22, 2015",176,149,780,0.09,0,0,75,83,66
"Tuesday, June 23, 2015",208,116,729,0,0,0,75,82,63
"Wednesday, June 24, 2015",198,110,728,0,0,0,70,79,60
"Thursday, June 25, 2015",220,130,783,1.01,0,0,71,79,61
"Friday, June 26, 2015",200,133,781,0.13,0,0,63,67,58
"Saturday, June 27, 2015",175,111,720,0,0,0,64,76,56
"Sunday, June 28, 2015",198,160,796,0.02,0,0,67,79,54
"Monday, June 29, 2015",196,120,750,0.62,0,0,68,75,64
"Tuesday, June 30, 2015",207,131,747,0.17,0,0,68,77,57
"Wednesday, July 1, 2015",221,109,868,0,0,0,61,69,54
"Thursday, July 2, 2015",208,106,757,0,0,0,59,69,53
"Friday, July 3, 2015",200,110,768,0,0,0,64,77,55
"Saturday, July 4, 2015",207,160,845,0,0,0,70,81,59
"Sunday, July 5, 2015",239,208,897,0,0,0,72,83,60
"Monday, July 6, 2015",186,122,755,0.49,0,0,74,85,64
"Tuesday, July 7, 2015",186,105,699,0.27,0,0,67,71,55
"Wednesday, July 8, 2015",198,100,712,0.07,0,0,60,67,54
"Thursday, July 9, 2015",172,89,671,0,0,0,64,77,58
"Friday, July 10, 2015",191,90,738,0,0,0,69,83,59
"Saturday, July 11, 2015",219,155,797,0.03,0,0,70,78,61
"Sunday, July 12, 2015",227,155,801,0,0,0,74,83,69
"Monday, July 13, 2015",195,98,779,0.42,0,0,76,86,68
"Tuesday, July 14, 2015",188,109,711,0,0,0,76,83,61
"Wednesday, July 15, 2015",202,95,792,0,0,0,66,75,59
"Thursday, July 16, 2015",175,107,669,0.97,0,0,66,75,58
"Friday, July 17, 2015",236,124,824,0.06,0,0,77,92,71
"Saturday, July 18, 2015",177,158,775,0.54,0,0,79,89,73
"Sunday, July 19, 2015",190,167,762,0,0,0,79,85,65
"Monday, July 20, 2015",190,129,777,0,0,0,74,85,63
"Tuesday, July 21, 2015",194,136,775,0,0,0,75,82,65
"Wednesday, July 22, 2015",206,126,771,0,0,0,74,83,64
"Thursday, July 23, 2015",229,143,808,0,0,0,74,85,63
"Friday, July 24, 2015",238,119,865,0,0,0,75,84,64
"Saturday, July 25, 2015",191,126,831,0,0,0,80,91,69
"Sunday, July 26, 2015",209,169,802,0,0,0,75,80,64
"Monday, July 27, 2015",197,131,832,0,0,0,77,88,67
"Tuesday, July 28, 2015",195,116,765,0,0,0,79,91,67
"Wednesday, July 29, 2015",193,117,762,0,0,0,81,88,70
"Thursday, July 30, 2015",204,135,773,0,0,0,77,88,65
"Friday, July 31, 2015",201,112,776,0,0,0,78,87,67
"Saturday, August 1, 2015",219,175,1021,0,0,0,76,87,64
"Sunday, August 2, 2015",207,156,821,0.53,0,0,80,91,67
"Monday, August 3, 2015",181,112,729,0,0,0,76,82,67
"Tuesday, August 4, 2015",206,116,761,0,0,0,72,82,61
"Wednesday, August 5, 2015",210,116,769,0,0,0,73,82,61
"Thursday, August 6, 2015",216,129,807,0,0,0,73,83,64
"Friday, August 7, 2015",220,134,839,0,0,0,73,83,63
"Saturday, August 8, 2015",192,142,848,0,0,0,75,82,68
"Sunday, August 9, 2015",170,136,744,0,0,0,72,80,67
"Monday, August 10, 2015",199,135,808,0.02,0,0,75,84,68
"Tuesday, August 11, 2015",205,124,789,0,0,0,73,82,65
"Wednesday, August 12, 2015",211,125,758,0,0,0,71,81,61
"Thursday, August 13, 2015",198,137,783,0,0,0,74,85,65
"Friday, August 14, 2015",188,119,803,0.21,0,0,78,90,67
"Saturday, August 15, 2015",158,142,820,0.14,0,0,77,92,67
"Sunday, August 16, 2015",195,166,864,0,0,0,79,89,71
"Monday, August 17, 2015",167,118,739,0.12,0,0,79,88,68
"Tuesday, August 18, 2015",198,113,760,0.4,0,0,74,83,67
"Wednesday, August 19, 2015",221,106,791,0,0,0,72,75,62
"Thursday, August 20, 2015",266,104,835,0,0,0,65,74,59
"Friday, August 21, 2015",242,106,857,0,0,0,69,82,55
"Saturday, August 22, 2015",211,128,845,0,0,0,72,81,60
"Sunday, August 23, 2015",200,156,804,0,0,0,71,77,61
"Monday, August 24, 2015",204,105,724,0,0,0,65,75,55
"Tuesday, August 25, 2015",184,99,766,0,0,0,63,72,59
"Wednesday, August 26, 2015",198,89,788,0,0,0,62,67,56
"Thursday, August 27, 2015",197,97,763,0,0,0,63,76,51
"Friday, August 28, 2015",172,111,803,0,0,0,65,72,56
"Saturday, August 29, 2015",189,137,758,0.74,0,0,68,70,63
"Sunday, August 30, 2015",215,139,799,0,0,0,68,77,62
"Monday, August 31, 2015",186,108,744,0,0,0,71,85,60
"Tuesday, September 1, 2015",208,144,937,0,0,0,78,88,68
"Wednesday, September 2, 2015",232,117,798,0,0,0,80,90,72
"Thursday, September 3, 2015",230,127,873,0,0,0,81,91,71
"Friday, September 4, 2015",195,114,812,0,0,0,74,85,68
"Saturday, September 5, 2015",182,136,761,0,0,0,75,87,69
"Sunday, September 6, 2015",218,159,815,0,0,0,80,92,70
"Monday, September 7, 2015",226,160,807,0,0,0,81,88,76
"Tuesday, September 8, 2015",167,106,715,1.04,0,0,77,81,68
"Wednesday, September 9, 2015",180,103,711,0,0,0,70,77,58
"Thursday, September 10, 2015",167,108,658,0.21,0,0,64,74,54
"Friday, September 11, 2015",189,111,688,0.17,0,0,62,67,54
"Saturday, September 12, 2015",191,134,724,0,0,0,58,65,50
"Sunday, September 13, 2015",189,133,735,0,0,0,58,70,48
"Monday, September 14, 2015",189,124,786,0,0,0,65,82,52
"Tuesday, September 15, 2015",214,99,806,0,0,0,73,82,62
"Wednesday, September 16, 2015",202,99,766,0,0,0,71,83,56
"Thursday, September 17, 2015",179,109,717,0.36,0,0,72,85,61
"Friday, September 18, 2015",167,110,791,2.41,0,0,72,74,65
"Saturday, September 19, 2015",212,134,790,0.05,0,0,65,71,53
"Sunday, September 20, 2015",214,141,810,0,0,0,60,73,50
"Monday, September 21, 2015",184,119,734,0,0,0,62,74,52
"Tuesday, September 22, 2015",217,121,775,0,0,0,65,80,53
"Wednesday, September 23, 2015",224,119,830,0,0,0,68,80,57
"Thursday, September 24, 2015",176,90,714,0,0,0,67,76,56
"Friday, September 25, 2015",189,108,807,0,0,0,65,73,60
"Saturday, September 26, 2015",180,125,791,0,0,0,67,75,60
"Sunday, September 27, 2015",220,128,800,0,0,0,67,74,61
"Monday, September 28, 2015",197,98,751,0,0,0,70,77,64
"Tuesday, September 29, 2015",177,85,667,0.4,0,0,64,68,55
"Wednesday, September 30, 2015",180,85,675,0,0,0,57,61,52
"Thursday, October 1, 2015",207,105,864,0,0,0,55,59,52
"Friday, October 2, 2015",227,88,793,0,0,0,55,60,51
"Saturday, October 3, 2015",182,101,707,0.01,0,0,52,54,48
"Sunday, October 4, 2015",168,117,653,0,0,0,52,57,50
"Monday, October 5, 2015",207,90,750,0,0,0,57,60,55
"Tuesday, October 6, 2015",220,90,750,0,0,0,60,71,55
"Wednesday, October 7, 2015",207,93,717,0,0,0,62,71,54
"Thursday, October 8, 2015",180,94,700,0.05,0,0,62,77,50
"Friday, October 9, 2015",226,109,793,0,0,0,60,64,47
"Saturday, October 10, 2015",185,119,727,0,0,0,53,65,42
"Sunday, October 11, 2015",172,139,735,0,0,0,62,79,51
"Monday, October 12, 2015",195,114,728,0,0,0,67,75,53
"Tuesday, October 13, 2015",205,106,740,0,0,0,56,63,47
"Wednesday, October 14, 2015",196,98,764,0,0,0,52,63,42
"Thursday, October 15, 2015",219,83,809,0,0,0,55,69,46
"Friday, October 16, 2015",184,99,733,0,0,0,49,55,37
"Saturday, October 17, 2015",168,108,706,0,0,0,42,53,33
"Sunday, October 18, 2015",158,147,675,0,0,0,45,60,33
"Monday, October 19, 2015",183,108,788,0,0,0,55,73,47
"Tuesday, October 20, 2015",215,98,783,0.11,0,0,64,74,57
"Wednesday, October 21, 2015",202,115,793,0.01,0,0,63,75,52
"Thursday, October 22, 2015",236,98,773,0,0,0,60,62,51
"Friday, October 23, 2015",211,79,776,0.16,0,0,55,64,52
"Saturday, October 24, 2015",177,123,763,0.3,0,0,62,66,46
"Sunday, October 25, 2015",183,129,728,0,0,0,51,62,41
"Monday, October 26, 2015",171,105,780,0,0,0,49,61,37
"Tuesday, October 27, 2015",129,95,649,0.49,0,0,53,56,50
"Wednesday, October 28, 2015",166,92,681,0.33,0,0,53,56,37
"Thursday, October 29, 2015",161,88,668,0,0,0,41,47,36
"Friday, October 30, 2015",211,93,774,0,0,0,45,56,36
"Saturday, October 31, 2015",149,124,720,0.77,0,0,47,52,45
"Sunday, November 1, 2015",229,141,975,0,0,0,53,63,44
"Monday, November 2, 2015",198,127,783,0,0,0,58,72,47
"Tuesday, November 3, 2015",169,119,750,0,0,0,58,70,44
"Wednesday, November 4, 2015",216,107,788,0,0,0,58,71,48
"Thursday, November 5, 2015",180,110,752,0,0,0,64,70,59
"Friday, November 6, 2015",211,93,746,0.16,0,0,56,65,41
"Saturday, November 7, 2015",183,109,691,0,0,0,44,53,35
"Sunday, November 8, 2015",198,118,704,0,0,0,41,52,28
"Monday, November 9, 2015",167,103,681,0,0,0,42,56,29
"Tuesday, November 10, 2015",158,96,640,0,0,0,45,56,32
"Wednesday, November 11, 2015",186,90,685,0.42,0,0,48,63,36
"Thursday, November 12, 2015",179,85,691,0,0,0,48,56,42
"Friday, November 13, 2015",178,89,678,0,0,0,42,47,32
"Saturday, November 14, 2015",197,103,695,0,0,0,39,57,25
"Sunday, November 15, 2015",186,122,720,0,0,0,53,64,44
"Monday, November 16, 2015",155,99,741,0.12,0,0,52,57,43
"Tuesday, November 17, 2015",163,89,666,0.63,0,0,51,61,47
"Wednesday, November 18, 2015",183,107,681,0.2,0,0,58,62,47
"Thursday, November 19, 2015",188,100,697,0,0,0,45,47,35
"Friday, November 20, 2015",189,90,710,0.28,4.2,0,36,40,31
"Saturday, November 21, 2015",112,91,528,1.16,7,5.1,32,33,18
"Sunday, November 22, 2015",149,95,519,0,0,7.1,19,27,7
"Monday, November 23, 2015",162,101,650,0,0,7.1,28,37,25
"Tuesday, November 24, 2015",140,89,607,0,0,5.1,32,41,21
"Wednesday, November 25, 2015",134,86,618,0,0,3.9,38,52,29
"Thursday, November 26, 2015",106,133,587,0.42,0,0,52,60,48
"Friday, November 27, 2015",117,98,611,0.84,0,0,45,56,34
"Saturday, November 28, 2015",154,122,657,0,0,0,35,38,30
"Sunday, November 29, 2015",129,117,611,0,0,0,33,41,25
"Monday, November 30, 2015",154,102,665,0.26,0,0,40,44,38
"Tuesday, December 1, 2015",178,113,768,0.18,0,0,42,43,37
"Wednesday, December 2, 2015",173,97,712,0.21,1.3,0,35,38,31
"Thursday, December 3, 2015",147,101,709,0,0,0,33,35,30
"Friday, December 4, 2015",167,99,701,0,0,0,37,47,32
"Saturday, December 5, 2015",166,133,707,0,0,0,36,46,29
"Sunday, December 6, 2015",147,117,687,0,0,0,36,47,27
"Monday, December 7, 2015",139,101,688,0,0,0,34,39,27
"Tuesday, December 8, 2015",172,93,728,0,0,0,40,47,38
"Wednesday, December 9, 2015",143,94,685,0,0,0,46,52,40
"Thursday, December 10, 2015",140,103,689,0,0,0,48,57,41
"Friday, December 11, 2015",157,78,742,0,0,0,46,51,41
"Saturday, December 12, 2015",156,128,754,0,0,0,50,57,47
